Freq.	I(R1)
2.55270130266105e+009	(-4.57784902019811e+001dB,7.48991170318585e+001°)
2.55858588690545e+009	(-4.57652419087051e+001dB,7.48570809447888e+001°)
2.56448403651752e+009	(-4.57519746793704e+001dB,7.48149951303422e+001°)
2.57039578276867e+009	(-4.57386886911408e+001dB,7.47728593929743e+001°)
2.57632115700238e+009	(-4.57253841202498e+001dB,7.47306735384843e+001°)
2.58226019063440e+009	(-4.57120611420101e+001dB,7.46884373740079e+001°)
2.58821291515290e+009	(-4.56987199308212e+001dB,7.46461507080094e+001°)
2.59417936211862e+009	(-4.56853606601781e+001dB,7.46038133502744e+001°)
2.60015956316507e+009	(-4.56719835026792e+001dB,7.45614251119027e+001°)
2.60615354999870e+009	(-4.56585886300346e+001dB,7.45189858053013e+001°)
2.61216135439901e+009	(-4.56451762130737e+001dB,7.44764952441771e+001°)
2.61818300821879e+009	(-4.56317464217539e+001dB,7.44339532435305e+001°)
2.62421854338424e+009	(-4.56182994251676e+001dB,7.43913596196486e+001°)
2.63026799189518e+009	(-4.56048353915504e+001dB,7.43487141900986e+001°)
2.63633138582518e+009	(-4.55913544882887e+001dB,7.43060167737216e+001°)
2.64240875732175e+009	(-4.55778568819274e+001dB,7.42632671906259e+001°)
2.64850013860650e+009	(-4.55643427381773e+001dB,7.42204652621812e+001°)
2.65460556197534e+009	(-4.55508122219223e+001dB,7.41776108110129e+001°)
2.66072505979861e+009	(-4.55372654972274e+001dB,7.41347036609953e+001°)
2.66685866452128e+009	(-4.55237027273454e+001dB,7.40917436372466e+001°)
2.67300640866311e+009	(-4.55101240747243e+001dB,7.40487305661229e+001°)
2.67916832481883e+009	(-4.54965297010147e+001dB,7.40056642752129e+001°)
2.68534444565830e+009	(-4.54829197670765e+001dB,7.39625445933318e+001°)
2.69153480392671e+009	(-4.54692944329859e+001dB,7.39193713505174e+001°)
2.69773943244471e+009	(-4.54556538580426e+001dB,7.38761443780232e+001°)
2.70395836410864e+009	(-4.54419982007767e+001dB,7.38328635083145e+001°)
2.71019163189063e+009	(-4.54283276189549e+001dB,7.37895285750632e+001°)
2.71643926883887e+009	(-4.54146422695880e+001dB,7.37461394131426e+001°)
2.72270130807770e+009	(-4.54009423089368e+001dB,7.37026958586229e+001°)
2.72897778280783e+009	(-4.53872278925194e+001dB,7.36591977487668e+001°)
2.73526872630650e+009	(-4.53734991751171e+001dB,7.36156449220242e+001°)
2.74157417192767e+009	(-4.53597563107812e+001dB,7.35720372180289e+001°)
2.74789415310218e+009	(-4.53459994528391e+001dB,7.35283744775930e+001°)
2.75422870333795e+009	(-4.53322287539011e+001dB,7.34846565427039e+001°)
2.76057785622013e+009	(-4.53184443658660e+001dB,7.34408832565190e+001°)
2.76694164541130e+009	(-4.53046464399278e+001dB,7.33970544633628e+001°)
2.77332010465163e+009	(-4.52908351265817e+001dB,7.33531700087220e+001°)
2.77971326775907e+009	(-4.52770105756300e+001dB,7.33092297392424e+001°)
2.78612116862955e+009	(-4.52631729361882e+001dB,7.32652335027247e+001°)
2.79254384123712e+009	(-4.52493223566910e+001dB,7.32211811481210e+001°)
2.79898131963414e+009	(-4.52354589848982e+001dB,7.31770725255314e+001°)
2.80543363795150e+009	(-4.52215829679003e+001dB,7.31329074862001e+001°)
2.81190083039872e+009	(-4.52076944521245e+001dB,7.30886858825127e+001°)
2.81838293126423e+009	(-4.51937935833403e+001dB,7.30444075679922e+001°)
2.82487997491549e+009	(-4.51798805066652e+001dB,7.30000723972965e+001°)
2.83139199579916e+009	(-4.51659553665702e+001dB,7.29556802262146e+001°)
2.83791902844133e+009	(-4.51520183068855e+001dB,7.29112309116643e+001°)
2.84446110744769e+009	(-4.51380694708056e+001dB,7.28667243116886e+001°)
2.85101826750369e+009	(-4.51241090008954e+001dB,7.28221602854532e+001°)
2.85759054337472e+009	(-4.51101370390948e+001dB,7.27775386932437e+001°)
2.86417796990636e+009	(-4.50961537267245e+001dB,7.27328593964631e+001°)
2.87078058202447e+009	(-4.50821592044911e+001dB,7.26881222576287e+001°)
2.87739841473544e+009	(-4.50681536124924e+001dB,7.26433271403700e+001°)
2.88403150312638e+009	(-4.50541370902224e+001dB,7.25984739094262e+001°)
2.89067988236525e+009	(-4.50401097765767e+001dB,7.25535624306434e+001°)
2.89734358770110e+009	(-4.50260718098571e+001dB,7.25085925709732e+001°)
2.90402265446422e+009	(-4.50120233277769e+001dB,7.24635641984695e+001°)
2.91071711806638e+009	(-4.49979644674660e+001dB,7.24184771822870e+001°)
2.91742701400094e+009	(-4.49838953654754e+001dB,7.23733313926789e+001°)
2.92415237784311e+009	(-4.49698161577823e+001dB,7.23281267009948e+001°)
2.93089324525009e+009	(-4.49557269797948e+001dB,7.22828629796793e+001°)
2.93764965196130e+009	(-4.49416279663570e+001dB,7.22375401022694e+001°)
2.94442163379853e+009	(-4.49275192517530e+001dB,7.21921579433931e+001°)
2.95120922666615e+009	(-4.49134009697123e+001dB,7.21467163787679e+001°)
2.95801246655131e+009	(-4.48992732534141e+001dB,7.21012152851988e+001°)
2.96483138952411e+009	(-4.48851362354915e+001dB,7.20556545405767e+001°)
2.97166603173779e+009	(-4.48709900480368e+001dB,7.20100340238775e+001°)
2.97851642942895e+009	(-4.48568348226054e+001dB,7.19643536151598e+001°)
2.98538261891772e+009	(-4.48426706902203e+001dB,7.19186131955639e+001°)
2.99226463660795e+009	(-4.48284977813768e+001dB,7.18728126473108e+001°)
2.99916251898741e+009	(-4.48143162260464e+001dB,7.18269518537005e+001°)
3.00000000000000e+009	(-4.48125960639806e+001dB,7.18213869150553e+001°)
